Year,ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
2010,MN-001,Aitkin County,Minnesota,27.45,0.49,66,26.96
2010,MN-003,Anoka County,Minnesota,26.67,-2.54,41,29.21
2010,MN-005,Becker County,Minnesota,25.36,1.61,82,23.75
2010,MN-007,Beltrami County,Minnesota,22.94,-0.57,54,23.51
2010,MN-009,Benton County,Minnesota,27.65,0.96,70,26.69
2010,MN-011,Big Stone County,Minnesota,28.5,5.89,111,22.61
2010,MN-013,Blue Earth County,Minnesota,27.61,-1.24,52,28.85
2010,MN-015,Brown County,Minnesota,26.88,-0.95,55,27.83
2010,MN-017,Carlton County,Minnesota,28.45,0.48,66,27.97
2010,MN-019,Carver County,Minnesota,27.82,-0.72,59,28.54
2010,MN-021,Cass County,Minnesota,25.51,-0.05,52,25.56
2010,MN-023,Chippewa County,Minnesota,27.48,2.76,89,24.72
2010,MN-025,Chisago County,Minnesota,23.13,-6.15,12,29.28
2010,MN-027,Clay County,Minnesota,26.31,4.6,109,21.71
2010,MN-029,Clearwater County,Minnesota,24.25,0.68,69,23.57
2010,MN-031,Cook County,Minnesota,28.46,-0.83,52,29.29
2010,MN-033,Cottonwood County,Minnesota,27.39,0.53,70,26.86
2010,MN-035,Crow Wing County,Minnesota,29.49,3.76,95,25.73
2010,MN-037,Dakota County,Minnesota,27.75,-1.58,53,29.33
2010,MN-039,Dodge County,Minnesota,30.5,0.25,65,30.25
2010,MN-041,Douglas County,Minnesota,24.45,-0.37,58,24.82
2010,MN-043,Faribault County,Minnesota,31.19,1.58,79,29.61
2010,MN-045,Fillmore County,Minnesota,32.38,0.35,65,32.03
2010,MN-047,Freeborn County,Minnesota,31.21,0.39,67,30.82
2010,MN-049,Goodhue County,Minnesota,27.88,-1.92,47,29.8
2010,MN-051,Grant County,Minnesota,25.27,1.81,85,23.46
2010,MN-053,Hennepin County,Minnesota,26.61,-2.38,40,28.99
2010,MN-055,Houston County,Minnesota,32.49,0.21,59,32.28
2010,MN-057,Hubbard County,Minnesota,24.06,-1.15,47,25.21
2010,MN-059,Isanti County,Minnesota,25.08,-3.72,29,28.8
2010,MN-061,Itasca County,Minnesota,23.95,-1.45,40,25.4
2010,MN-063,Jackson County,Minnesota,29.32,1.84,84,27.48
2010,MN-065,Kanabec County,Minnesota,27.42,-0.49,54,27.91
2010,MN-067,Kandiyohi County,Minnesota,27.81,2.46,93,25.35
2010,MN-069,Kittson County,Minnesota,23.39,3.2,97,20.19
2010,MN-071,Koochiching County,Minnesota,25.88,0.27,60,25.61
2010,MN-073,Lac qui Parle County,Minnesota,27.5,3.61,97,23.89
2010,MN-075,Lake County,Minnesota,27.04,-1.58,40,28.62
2010,MN-077,Lake of the Woods County,Minnesota,22.87,-0.02,62,22.89
2010,MN-079,Le Sueur County,Minnesota,26.85,-2.28,42,29.13
2010,MN-081,Lincoln County,Minnesota,25.63,1.06,75,24.57
2010,MN-083,Lyon County,Minnesota,24.56,-0.28,65,24.84
2010,MN-085,McLeod County,Minnesota,27.74,0.12,65,27.62
2010,MN-087,Mahnomen County,Minnesota,26.1,3.1,94,23
2010,MN-089,Marshall County,Minnesota,22.86,2.25,94,20.61
2010,MN-091,Martin County,Minnesota,30.05,1.43,82,28.62
2010,MN-093,Meeker County,Minnesota,28.18,2.04,88,26.14
2010,MN-095,Mille Lacs County,Minnesota,26.98,-0.52,57,27.5
2010,MN-097,Morrison County,Minnesota,28.98,3.12,89,25.86
2010,MN-099,Mower County,Minnesota,34.06,2.42,82,31.64
2010,MN-101,Murray County,Minnesota,25.95,-0.09,69,26.04
2010,MN-103,Nicollet County,Minnesota,26.14,-2.83,42,28.97
2010,MN-105,Nobles County,Minnesota,28.18,1.1,76,27.08
2010,MN-107,Norman County,Minnesota,26.8,5.37,115,21.43
2010,MN-109,Olmsted County,Minnesota,30.59,-0.36,61,30.95
2010,MN-111,Otter Tail County,Minnesota,27.8,3.79,100,24.01
2010,MN-113,Pennington County,Minnesota,24.65,3.37,102,21.28
2010,MN-115,Pine County,Minnesota,26.55,-2.22,39,28.77
2010,MN-117,Pipestone County,Minnesota,25.57,0.58,72,24.99
2010,MN-119,Polk County,Minnesota,25.33,4.2,108,21.13
2010,MN-121,Pope County,Minnesota,26.08,1.66,79,24.42
2010,MN-123,Ramsey County,Minnesota,25.12,-4.01,31,29.13
2010,MN-125,Red Lake County,Minnesota,26.38,4.84,111,21.54
2010,MN-127,Redwood County,Minnesota,25.44,-0.49,56,25.93
2010,MN-129,Renville County,Minnesota,28.43,1.99,84,26.44
2010,MN-131,Rice County,Minnesota,29.02,-0.3,57,29.32
2010,MN-133,Rock County,Minnesota,25.38,-0.65,61,26.03
2010,MN-135,Roseau County,Minnesota,25.39,4.12,110,21.27
2010,MN-137,St. Louis County,Minnesota,25.85,-1.35,45,27.2
2010,MN-139,Scott County,Minnesota,27.91,-1.04,57,28.95
2010,MN-141,Sherburne County,Minnesota,26.83,-0.88,54,27.71
2010,MN-143,Sibley County,Minnesota,26.68,-1.91,50,28.59
2010,MN-145,Stearns County,Minnesota,29.9,4.49,100,25.41
2010,MN-147,Steele County,Minnesota,29.57,-0.05,62,29.62
2010,MN-149,Stevens County,Minnesota,25.26,1.95,83,23.31
2010,MN-151,Swift County,Minnesota,25.97,1.82,80,24.15
2010,MN-153,Todd County,Minnesota,26.84,1.79,78,25.05
2010,MN-155,Traverse County,Minnesota,25.78,3.68,101,22.1
2010,MN-157,Wabasha County,Minnesota,30.44,-0.19,59,30.63
2010,MN-159,Wadena County,Minnesota,27.1,1.73,84,25.37
2010,MN-161,Waseca County,Minnesota,27.57,-1.61,49,29.18
2010,MN-163,Washington County,Minnesota,26.4,-3.04,38,29.44
2010,MN-165,Watonwan County,Minnesota,26.98,-1.09,55,28.07
2010,MN-167,Wilkin County,Minnesota,27.81,5.63,116,22.18
2010,MN-169,Winona County,Minnesota,32.06,0.19,60,31.87
2010,MN-171,Wright County,Minnesota,28.34,0.71,67,27.63
2010,MN-173,Yellow Medicine County,Minnesota,26.36,1.72,77,24.64
2011,MN-001,Aitkin County,Minnesota,31.27,4.31,102,26.96
2011,MN-003,Anoka County,Minnesota,35.88,6.67,113,29.21
2011,MN-005,Becker County,Minnesota,32.74,8.99,129,23.75
2011,MN-007,Beltrami County,Minnesota,28.08,4.57,114,23.51
2011,MN-009,Benton County,Minnesota,36.42,9.73,123,26.69
2011,MN-011,Big Stone County,Minnesota,29.94,7.33,119,22.61
2011,MN-013,Blue Earth County,Minnesota,42.01,13.16,126,28.85
2011,MN-015,Brown County,Minnesota,37.53,9.7,121,27.83
2011,MN-017,Carlton County,Minnesota,33.65,5.68,110,27.97
2011,MN-019,Carver County,Minnesota,36.31,7.77,119,28.54
2011,MN-021,Cass County,Minnesota,30.22,4.66,113,25.56
2011,MN-023,Chippewa County,Minnesota,35.51,10.79,127,24.72
2011,MN-025,Chisago County,Minnesota,36.59,7.31,114,29.28
2011,MN-027,Clay County,Minnesota,31.63,9.92,129,21.71
2011,MN-029,Clearwater County,Minnesota,29.53,5.96,120,23.57
2011,MN-031,Cook County,Minnesota,28.35,-0.94,50,29.29
2011,MN-033,Cottonwood County,Minnesota,38.97,12.11,122,26.86
2011,MN-035,Crow Wing County,Minnesota,31.19,5.46,110,25.73
2011,MN-037,Dakota County,Minnesota,39.39,10.06,126,29.33
2011,MN-039,Dodge County,Minnesota,40.18,9.93,120,30.25
2011,MN-041,Douglas County,Minnesota,35.01,10.19,124,24.82
2011,MN-043,Faribault County,Minnesota,41.69,12.08,123,29.61
2011,MN-045,Fillmore County,Minnesota,41.49,9.46,119,32.03
2011,MN-047,Freeborn County,Minnesota,38.99,8.17,116,30.82
2011,MN-049,Goodhue County,Minnesota,41.5,11.7,125,29.8
2011,MN-051,Grant County,Minnesota,31.66,8.2,123,23.46
2011,MN-053,Hennepin County,Minnesota,35.34,6.35,110,28.99
2011,MN-055,Houston County,Minnesota,44.6,12.32,125,32.28
2011,MN-057,Hubbard County,Minnesota,29.6,4.39,111,25.21
2011,MN-059,Isanti County,Minnesota,37.22,8.42,119,28.8
2011,MN-061,Itasca County,Minnesota,30.23,4.83,114,25.4
2011,MN-063,Jackson County,Minnesota,37.98,10.5,123,27.48
2011,MN-065,Kanabec County,Minnesota,39.68,11.77,127,27.91
2011,MN-067,Kandiyohi County,Minnesota,36.97,11.62,128,25.35
2011,MN-069,Kittson County,Minnesota,30.1,9.91,129,20.19
2011,MN-071,Koochiching County,Minnesota,30.39,4.78,112,25.61
2011,MN-073,Lac qui Parle County,Minnesota,31.89,8,118,23.89
2011,MN-075,Lake County,Minnesota,28.24,-0.38,59,28.62
2011,MN-077,Lake of the Woods County,Minnesota,29.02,6.13,120,22.89
2011,MN-079,Le Sueur County,Minnesota,39.76,10.63,124,29.13
2011,MN-081,Lincoln County,Minnesota,39.55,14.98,128,24.57
2011,MN-083,Lyon County,Minnesota,40.04,15.2,127,24.84
2011,MN-085,McLeod County,Minnesota,36.39,8.77,124,27.62
2011,MN-087,Mahnomen County,Minnesota,32.3,9.3,128,23
2011,MN-089,Marshall County,Minnesota,27.96,7.35,126,20.61
2011,MN-091,Martin County,Minnesota,40.01,11.39,124,28.62
2011,MN-093,Meeker County,Minnesota,35.38,9.24,121,26.14
2011,MN-095,Mille Lacs County,Minnesota,38.24,10.74,126,27.5
2011,MN-097,Morrison County,Minnesota,33.49,7.63,121,25.86
2011,MN-099,Mower County,Minnesota,39.62,7.98,111,31.64
2011,MN-101,Murray County,Minnesota,38.41,12.37,125,26.04
2011,MN-103,Nicollet County,Minnesota,37.65,8.68,120,28.97
2011,MN-105,Nobles County,Minnesota,37.13,10.05,124,27.08
2011,MN-107,Norman County,Minnesota,30.49,9.06,128,21.43
2011,MN-109,Olmsted County,Minnesota,41.68,10.73,124,30.95
2011,MN-111,Otter Tail County,Minnesota,34.67,10.66,129,24.01
2011,MN-113,Pennington County,Minnesota,26.95,5.67,117,21.28
2011,MN-115,Pine County,Minnesota,38.4,9.63,124,28.77
2011,MN-117,Pipestone County,Minnesota,39.21,14.22,127,24.99
2011,MN-119,Polk County,Minnesota,29.62,8.49,129,21.13
2011,MN-121,Pope County,Minnesota,34.4,9.98,122,24.42
2011,MN-123,Ramsey County,Minnesota,36.35,7.22,112,29.13
2011,MN-125,Red Lake County,Minnesota,29.41,7.87,127,21.54
2011,MN-127,Redwood County,Minnesota,37.68,11.75,125,25.93
2011,MN-129,Renville County,Minnesota,38.1,11.66,126,26.44
2011,MN-131,Rice County,Minnesota,40.66,11.34,125,29.32
2011,MN-133,Rock County,Minnesota,39.05,13.02,126,26.03
2011,MN-135,Roseau County,Minnesota,28.42,7.15,124,21.27
2011,MN-137,St. Louis County,Minnesota,29.65,2.45,94,27.2
2011,MN-139,Scott County,Minnesota,38.4,9.46,122,28.95
2011,MN-141,Sherburne County,Minnesota,35.67,7.96,117,27.71
2011,MN-143,Sibley County,Minnesota,37.83,9.25,123,28.59
2011,MN-145,Stearns County,Minnesota,35.33,9.92,124,25.41
2011,MN-147,Steele County,Minnesota,39.22,9.6,118,29.62
2011,MN-149,Stevens County,Minnesota,31.44,8.13,121,23.31
2011,MN-151,Swift County,Minnesota,31.93,7.78,117,24.15
2011,MN-153,Todd County,Minnesota,34.18,9.13,126,25.05
2011,MN-155,Traverse County,Minnesota,28.26,6.16,114,22.1
2011,MN-157,Wabasha County,Minnesota,45.16,14.53,127,30.63
2011,MN-159,Wadena County,Minnesota,31.85,6.48,116,25.37
2011,MN-161,Waseca County,Minnesota,42.07,12.89,124,29.18
2011,MN-163,Washington County,Minnesota,37.61,8.17,116,29.44
2011,MN-165,Watonwan County,Minnesota,40.5,12.44,124,28.07
2011,MN-167,Wilkin County,Minnesota,32.15,9.97,127,22.18
2011,MN-169,Winona County,Minnesota,43.4,11.53,123,31.87
2011,MN-171,Wright County,Minnesota,34.14,6.51,115,27.63
2011,MN-173,Yellow Medicine County,Minnesota,37.16,12.52,127,24.64
2012,MN-001,Aitkin County,Minnesota,25.56,-1.4,44,26.96
2012,MN-003,Anoka County,Minnesota,30.94,1.73,82,29.21
2012,MN-005,Becker County,Minnesota,19.67,-4.08,18,23.75
2012,MN-007,Beltrami County,Minnesota,20.06,-3.45,26,23.51
2012,MN-009,Benton County,Minnesota,29.94,3.25,89,26.69
2012,MN-011,Big Stone County,Minnesota,23.55,0.94,76,22.61
2012,MN-013,Blue Earth County,Minnesota,25.55,-3.3,34,28.85
2012,MN-015,Brown County,Minnesota,22.84,-4.99,21,27.83
2012,MN-017,Carlton County,Minnesota,25.77,-2.2,37,27.97
2012,MN-019,Carver County,Minnesota,27.46,-1.08,51,28.54
2012,MN-021,Cass County,Minnesota,23.07,-2.49,31,25.56
2012,MN-023,Chippewa County,Minnesota,23.79,-0.93,56,24.72
2012,MN-025,Chisago County,Minnesota,27.48,-1.8,49,29.28
2012,MN-027,Clay County,Minnesota,22.87,1.16,73,21.71
2012,MN-029,Clearwater County,Minnesota,20.65,-2.92,33,23.57
2012,MN-031,Cook County,Minnesota,23.19,-6.1,11,29.29
2012,MN-033,Cottonwood County,Minnesota,24.57,-2.29,41,26.86
2012,MN-035,Crow Wing County,Minnesota,25.14,-0.59,50,25.73
2012,MN-037,Dakota County,Minnesota,28.13,-1.2,57,29.33
2012,MN-039,Dodge County,Minnesota,29.32,-0.93,55,30.25
2012,MN-041,Douglas County,Minnesota,26.96,2.14,90,24.82
2012,MN-043,Faribault County,Minnesota,27.45,-2.16,44,29.61
2012,MN-045,Fillmore County,Minnesota,29.72,-2.31,39,32.03
2012,MN-047,Freeborn County,Minnesota,28.5,-2.32,42,30.82
2012,MN-049,Goodhue County,Minnesota,29.51,-0.29,62,29.8
2012,MN-051,Grant County,Minnesota,24.14,0.68,70,23.46
2012,MN-053,Hennepin County,Minnesota,29.23,0.24,67,28.99
2012,MN-055,Houston County,Minnesota,32.2,-0.08,56,32.28
2012,MN-057,Hubbard County,Minnesota,20.99,-4.22,21,25.21
2012,MN-059,Isanti County,Minnesota,31.1,2.3,85,28.8
2012,MN-061,Itasca County,Minnesota,23.52,-1.88,39,25.4
2012,MN-063,Jackson County,Minnesota,26.98,-0.5,57,27.48
2012,MN-065,Kanabec County,Minnesota,29.63,1.72,72,27.91
2012,MN-067,Kandiyohi County,Minnesota,25.9,0.55,69,25.35
2012,MN-069,Kittson County,Minnesota,16.66,-3.53,25,20.19
2012,MN-071,Koochiching County,Minnesota,21.1,-4.51,16,25.61
2012,MN-073,Lac qui Parle County,Minnesota,23.59,-0.3,63,23.89
2012,MN-075,Lake County,Minnesota,21.83,-6.79,5,28.62
2012,MN-077,Lake of the Woods County,Minnesota,17.58,-5.31,9,22.89
2012,MN-079,Le Sueur County,Minnesota,26.33,-2.8,37,29.13
2012,MN-081,Lincoln County,Minnesota,25.17,0.6,69,24.57
2012,MN-083,Lyon County,Minnesota,23.3,-1.54,48,24.84
2012,MN-085,McLeod County,Minnesota,24.75,-2.87,43,27.62
2012,MN-087,Mahnomen County,Minnesota,19.71,-3.29,26,23
2012,MN-089,Marshall County,Minnesota,17.61,-3,29,20.61
2012,MN-091,Martin County,Minnesota,25.55,-3.07,34,28.62
2012,MN-093,Meeker County,Minnesota,26.19,0.05,64,26.14
2012,MN-095,Mille Lacs County,Minnesota,31.11,3.61,92,27.5
2012,MN-097,Morrison County,Minnesota,27.53,1.67,69,25.86
2012,MN-099,Mower County,Minnesota,28.85,-2.79,39,31.64
2012,MN-101,Murray County,Minnesota,26.3,0.26,70,26.04
2012,MN-103,Nicollet County,Minnesota,23.06,-5.91,19,28.97
2012,MN-105,Nobles County,Minnesota,27.07,-0.01,66,27.08
2012,MN-107,Norman County,Minnesota,21.01,-0.42,57,21.43
2012,MN-109,Olmsted County,Minnesota,30.35,-0.6,60,30.95
2012,MN-111,Otter Tail County,Minnesota,21.45,-2.56,26,24.01
2012,MN-113,Pennington County,Minnesota,16.92,-4.36,21,21.28
2012,MN-115,Pine County,Minnesota,28.08,-0.69,53,28.77
2012,MN-117,Pipestone County,Minnesota,28.46,3.47,94,24.99
2012,MN-119,Polk County,Minnesota,18.9,-2.23,34,21.13
2012,MN-121,Pope County,Minnesota,27.41,2.99,90,24.42
2012,MN-123,Ramsey County,Minnesota,30.45,1.32,69,29.13
2012,MN-125,Red Lake County,Minnesota,18.2,-3.34,28,21.54
2012,MN-127,Redwood County,Minnesota,23.26,-2.67,41,25.93
2012,MN-129,Renville County,Minnesota,24.72,-1.72,48,26.44
2012,MN-131,Rice County,Minnesota,29.65,0.33,63,29.32
2012,MN-133,Rock County,Minnesota,26.2,0.17,69,26.03
2012,MN-135,Roseau County,Minnesota,16.27,-5,9,21.27
2012,MN-137,St. Louis County,Minnesota,21.65,-5.55,12,27.2
2012,MN-139,Scott County,Minnesota,27.59,-1.36,53,28.95
2012,MN-141,Sherburne County,Minnesota,29.63,1.92,82,27.71
2012,MN-143,Sibley County,Minnesota,23.28,-5.31,22,28.59
2012,MN-145,Stearns County,Minnesota,28.45,3.04,86,25.41
2012,MN-147,Steele County,Minnesota,28.39,-1.23,52,29.62
2012,MN-149,Stevens County,Minnesota,24,0.69,68,23.31
2012,MN-151,Swift County,Minnesota,23.94,-0.21,63,24.15
2012,MN-153,Todd County,Minnesota,25.4,0.35,61,25.05
2012,MN-155,Traverse County,Minnesota,24.1,2,82,22.1
2012,MN-157,Wabasha County,Minnesota,30.49,-0.14,60,30.63
2012,MN-159,Wadena County,Minnesota,21.1,-4.27,17,25.37
2012,MN-161,Waseca County,Minnesota,27.17,-2.01,45,29.18
2012,MN-163,Washington County,Minnesota,28.81,-0.63,56,29.44
2012,MN-165,Watonwan County,Minnesota,23.82,-4.25,27,28.07
2012,MN-167,Wilkin County,Minnesota,22.73,0.55,69,22.18
2012,MN-169,Winona County,Minnesota,31.44,-0.43,55,31.87
2012,MN-171,Wright County,Minnesota,29.12,1.49,82,27.63
2012,MN-173,Yellow Medicine County,Minnesota,23.24,-1.4,51,24.64
2013,MN-001,Aitkin County,Minnesota,36.17,9.21,124,26.96
2013,MN-003,Anoka County,Minnesota,30.11,0.9,68,29.21
2013,MN-005,Becker County,Minnesota,23.83,0.08,62,23.75
2013,MN-007,Beltrami County,Minnesota,22.1,-1.41,43,23.51
2013,MN-009,Benton County,Minnesota,27.06,0.37,60,26.69
2013,MN-011,Big Stone County,Minnesota,19.66,-2.95,29,22.61
2013,MN-013,Blue Earth County,Minnesota,25.55,-3.3,34,28.85
2013,MN-015,Brown County,Minnesota,25.58,-2.25,44,27.83
2013,MN-017,Carlton County,Minnesota,37.35,9.38,124,27.97
2013,MN-019,Carver County,Minnesota,32.25,3.71,94,28.54
2013,MN-021,Cass County,Minnesota,30.75,5.19,114,25.56
2013,MN-023,Chippewa County,Minnesota,23.01,-1.71,43,24.72
2013,MN-025,Chisago County,Minnesota,29.02,-0.26,62,29.28
2013,MN-027,Clay County,Minnesota,18.87,-2.84,29,21.71
2013,MN-029,Clearwater County,Minnesota,22.07,-1.5,43,23.57
2013,MN-031,Cook County,Minnesota,35.76,6.47,117,29.29
2013,MN-033,Cottonwood County,Minnesota,25.62,-1.24,54,26.86
2013,MN-035,Crow Wing County,Minnesota,34.97,9.24,124,25.73
2013,MN-037,Dakota County,Minnesota,31.29,1.96,75,29.33
2013,MN-039,Dodge County,Minnesota,29.7,-0.55,57,30.25
2013,MN-041,Douglas County,Minnesota,23.48,-1.34,47,24.82
2013,MN-043,Faribault County,Minnesota,23.87,-5.74,18,29.61
2013,MN-045,Fillmore County,Minnesota,28.9,-3.13,33,32.03
2013,MN-047,Freeborn County,Minnesota,24,-6.82,12,30.82
2013,MN-049,Goodhue County,Minnesota,32.57,2.77,83,29.8
2013,MN-051,Grant County,Minnesota,21.3,-2.16,33,23.46
2013,MN-053,Hennepin County,Minnesota,30.44,1.45,76,28.99
2013,MN-055,Houston County,Minnesota,31.99,-0.29,53,32.28
2013,MN-057,Hubbard County,Minnesota,25.13,-0.08,62,25.21
2013,MN-059,Isanti County,Minnesota,28.75,-0.05,64,28.8
2013,MN-061,Itasca County,Minnesota,30.44,5.04,115,25.4
2013,MN-063,Jackson County,Minnesota,25.63,-1.85,47,27.48
2013,MN-065,Kanabec County,Minnesota,31.19,3.28,89,27.91
2013,MN-067,Kandiyohi County,Minnesota,23.62,-1.73,45,25.35
2013,MN-069,Kittson County,Minnesota,18.45,-1.74,43,20.19
2013,MN-071,Koochiching County,Minnesota,25.78,0.17,58,25.61
2013,MN-073,Lac qui Parle County,Minnesota,20.38,-3.51,28,23.89
2013,MN-075,Lake County,Minnesota,34.15,5.53,114,28.62
2013,MN-077,Lake of the Woods County,Minnesota,21.75,-1.14,48,22.89
2013,MN-079,Le Sueur County,Minnesota,30.47,1.34,73,29.13
2013,MN-081,Lincoln County,Minnesota,24.38,-0.19,62,24.57
2013,MN-083,Lyon County,Minnesota,24.28,-0.56,60,24.84
2013,MN-085,McLeod County,Minnesota,27.57,-0.05,61,27.62
2013,MN-087,Mahnomen County,Minnesota,21.63,-1.37,45,23
2013,MN-089,Marshall County,Minnesota,16.44,-4.17,21,20.61
2013,MN-091,Martin County,Minnesota,23.61,-5.01,20,28.62
2013,MN-093,Meeker County,Minnesota,24.21,-1.93,46,26.14
2013,MN-095,Mille Lacs County,Minnesota,30.93,3.43,90,27.5
2013,MN-097,Morrison County,Minnesota,28.45,2.59,84,25.86
2013,MN-099,Mower County,Minnesota,25.19,-6.45,15,31.64
2013,MN-101,Murray County,Minnesota,25.9,-0.14,68,26.04
2013,MN-103,Nicollet County,Minnesota,27.95,-1.02,57,28.97
2013,MN-105,Nobles County,Minnesota,24.38,-2.7,39,27.08
2013,MN-107,Norman County,Minnesota,17.82,-3.61,19,21.43
2013,MN-109,Olmsted County,Minnesota,28.5,-2.45,39,30.95
2013,MN-111,Otter Tail County,Minnesota,24.63,0.62,64,24.01
2013,MN-113,Pennington County,Minnesota,14.8,-6.48,7,21.28
2013,MN-115,Pine County,Minnesota,32.9,4.13,95,28.77
2013,MN-117,Pipestone County,Minnesota,26.43,1.44,80,24.99
2013,MN-119,Polk County,Minnesota,17.6,-3.53,23,21.13
2013,MN-121,Pope County,Minnesota,22.31,-2.11,37,24.42
2013,MN-123,Ramsey County,Minnesota,30.09,0.96,67,29.13
2013,MN-125,Red Lake County,Minnesota,16.35,-5.19,11,21.54
2013,MN-127,Redwood County,Minnesota,25.43,-0.5,55,25.93
2013,MN-129,Renville County,Minnesota,25,-1.44,51,26.44
2013,MN-131,Rice County,Minnesota,32.32,3,83,29.32
2013,MN-133,Rock County,Minnesota,22.08,-3.95,26,26.03
2013,MN-135,Roseau County,Minnesota,18.58,-2.69,33,21.27
2013,MN-137,St. Louis County,Minnesota,33.18,5.98,119,27.2
2013,MN-139,Scott County,Minnesota,33.05,4.11,92,28.95
2013,MN-141,Sherburne County,Minnesota,27.65,-0.06,64,27.71
2013,MN-143,Sibley County,Minnesota,28.56,-0.03,67,28.59
2013,MN-145,Stearns County,Minnesota,24.93,-0.48,54,25.41
2013,MN-147,Steele County,Minnesota,29.71,0.09,65,29.62
2013,MN-149,Stevens County,Minnesota,20.33,-2.98,32,23.31
2013,MN-151,Swift County,Minnesota,21.21,-2.94,32,24.15
2013,MN-153,Todd County,Minnesota,25.62,0.57,66,25.05
2013,MN-155,Traverse County,Minnesota,20.63,-1.47,44,22.1
2013,MN-157,Wabasha County,Minnesota,30.01,-0.62,52,30.63
2013,MN-159,Wadena County,Minnesota,27.41,2.04,88,25.37
2013,MN-161,Waseca County,Minnesota,26.51,-2.67,38,29.18
2013,MN-163,Washington County,Minnesota,30.79,1.35,77,29.44
2013,MN-165,Watonwan County,Minnesota,25.01,-3.06,33,28.07
2013,MN-167,Wilkin County,Minnesota,19.6,-2.58,26,22.18
2013,MN-169,Winona County,Minnesota,28.6,-3.27,35,31.87
2013,MN-171,Wright County,Minnesota,29.55,1.92,85,27.63
2013,MN-173,Yellow Medicine County,Minnesota,23.1,-1.54,48,24.64
2014,MN-001,Aitkin County,Minnesota,28.69,1.73,79,26.96
2014,MN-003,Anoka County,Minnesota,30.92,1.71,81,29.21
2014,MN-005,Becker County,Minnesota,28.2,4.45,106,23.75
2014,MN-007,Beltrami County,Minnesota,24.14,0.63,66,23.51
2014,MN-009,Benton County,Minnesota,29.9,3.21,88,26.69
2014,MN-011,Big Stone County,Minnesota,26.1,3.49,94,22.61
2014,MN-013,Blue Earth County,Minnesota,32.93,4.08,98,28.85
2014,MN-015,Brown County,Minnesota,25.79,-2.04,47,27.83
2014,MN-017,Carlton County,Minnesota,30.74,2.77,89,27.97
2014,MN-019,Carver County,Minnesota,33.27,4.73,98,28.54
2014,MN-021,Cass County,Minnesota,26.7,1.14,75,25.56
2014,MN-023,Chippewa County,Minnesota,28.91,4.19,99,24.72
2014,MN-025,Chisago County,Minnesota,29.55,0.27,69,29.28
2014,MN-027,Clay County,Minnesota,28.27,6.56,120,21.71
2014,MN-029,Clearwater County,Minnesota,25.42,1.85,88,23.57
2014,MN-031,Cook County,Minnesota,35.33,6.04,116,29.29
2014,MN-033,Cottonwood County,Minnesota,26.67,-0.19,66,26.86
2014,MN-035,Crow Wing County,Minnesota,30.75,5.02,108,25.73
2014,MN-037,Dakota County,Minnesota,31.52,2.19,80,29.33
2014,MN-039,Dodge County,Minnesota,38.95,8.7,116,30.25
2014,MN-041,Douglas County,Minnesota,27.47,2.65,94,24.82
2014,MN-043,Faribault County,Minnesota,36.38,6.77,115,29.61
2014,MN-045,Fillmore County,Minnesota,45.63,13.6,126,32.03
2014,MN-047,Freeborn County,Minnesota,41.65,10.83,122,30.82
2014,MN-049,Goodhue County,Minnesota,34.88,5.08,99,29.8
2014,MN-051,Grant County,Minnesota,27.88,4.42,107,23.46
2014,MN-053,Hennepin County,Minnesota,32.65,3.66,95,28.99
2014,MN-055,Houston County,Minnesota,44.06,11.78,124,32.28
2014,MN-057,Hubbard County,Minnesota,25.52,0.31,70,25.21
2014,MN-059,Isanti County,Minnesota,30.48,1.68,80,28.8
2014,MN-061,Itasca County,Minnesota,24.93,-0.47,48,25.4
2014,MN-063,Jackson County,Minnesota,25.65,-1.83,48,27.48
2014,MN-065,Kanabec County,Minnesota,31.91,4,95,27.91
2014,MN-067,Kandiyohi County,Minnesota,28.82,3.47,98,25.35
2014,MN-069,Kittson County,Minnesota,21.4,1.21,75,20.19
2014,MN-071,Koochiching County,Minnesota,26.77,1.16,73,25.61
2014,MN-073,Lac qui Parle County,Minnesota,25.84,1.95,82,23.89
2014,MN-075,Lake County,Minnesota,34.11,5.49,112,28.62
2014,MN-077,Lake of the Woods County,Minnesota,24.1,1.21,76,22.89
2014,MN-079,Le Sueur County,Minnesota,29.91,0.78,68,29.13
2014,MN-081,Lincoln County,Minnesota,27.07,2.5,87,24.57
2014,MN-083,Lyon County,Minnesota,25.07,0.23,70,24.84
2014,MN-085,McLeod County,Minnesota,30.37,2.75,91,27.62
2014,MN-087,Mahnomen County,Minnesota,26.51,3.51,99,23
2014,MN-089,Marshall County,Minnesota,20.61,0,58,20.61
2014,MN-091,Martin County,Minnesota,28.19,-0.43,65,28.62
2014,MN-093,Meeker County,Minnesota,28.79,2.65,94,26.14
2014,MN-095,Mille Lacs County,Minnesota,31.73,4.23,97,27.5
2014,MN-097,Morrison County,Minnesota,31.5,5.64,108,25.86
2014,MN-099,Mower County,Minnesota,43.1,11.46,124,31.64
2014,MN-101,Murray County,Minnesota,25.21,-0.83,64,26.04
2014,MN-103,Nicollet County,Minnesota,27.87,-1.1,55,28.97
2014,MN-105,Nobles County,Minnesota,25.79,-1.29,55,27.08
2014,MN-107,Norman County,Minnesota,23.7,2.27,87,21.43
