"Year","County","Ag.District","cows_total_weight","Dairy_cows_total_poop_lb","Dairy_cows_total_N","Dairy_cows_total_P","Dairy_cows_total_K","feed_cows_total_weight","feed_cows_total_poop_lb","feed_cows_total_N","feed_cows_total_P","feed_cows_total_K","Hogs_total_weight","Hogs_total_poop_lb","Hogs_total_N","Hogs_total_P","Hogs_total_K","Turkey_total_weight","Turkey_total_poop_lb","Turkey_total_N","Turkey_total_P","Turkey_total_K"
2022,"FREEBORN","SOUTH CENTRAL",24080000,959760000,6253920,3219840,3529440,3482600,61547040,455904,136771.2,284940,67320000,1195603200,13733280,484704,7270560,592100,10018332,166261.68,108709.56,72473.04
2022,"GOODHUE","SOUTHEAST",93800000,3738600000,24361200,12542400,13748400,16299800,288061920,2133792,640137.6,1333620,29975700,532368432,6115042.8,215825.04,3237375.6,0,0,0,0,0
2022,"GRANT","WEST CENTRAL",19320000,770040000,5017680,2583360,2831760,578600,10225440,75744,22723.2,47340,0,0,0,0,0,0,0,0,0,0
2022,"HENNEPIN","EAST CENTRAL",7140000,284580000,1854360,954720,1046520,1049400,18545760,137376,41212.8,85860,14400,255744,2937.6,103.68,1555.2,2050,34686,575.64,376.38,250.92
2022,"HOUSTON","SOUTHEAST",58100000,2315700000,15089400,7768800,8515800,8146600,143972640,1066464,319939.2,666540,5525700,98136432,1127242.8,39785.04,596775.6,0,0,0,0,0
2022,"HUBBARD","NORTH CENTRAL",9100000,362700000,2363400,1216800,1333800,0,0,0,0,0,4800,85248,979.2,34.56,518.4,0,0,0,0,0
2022,"ISANTI","EAST CENTRAL",10080000,401760000,2617920,1347840,1477440,545600,9642240,71424,21427.2,44640,6162900,109453104,1257231.6,44372.88,665593.2,0,0,0,0,0
2022,"ITASCA","NORTH CENTRAL",6020000,239940000,1563480,804960,882360,0,0,0,0,0,36900,655344,7527.6,265.68,3985.2,150,2538,42.12,27.54,18.36
2022,"JACKSON","SOUTHWEST",21280000,848160000,5526720,2845440,3119040,4247100,75057840,555984,166795.2,347490,68885100,1223399376,14052560.4,495972.72,7439590.8,0,0,0,0,0
2022,"KANABEC","EAST CENTRAL",15540000,619380000,4035960,2077920,2277720,180400,3188160,23616,7084.8,14760,0,0,0,0,0,220,3722.4,61.776,40.392,26.928
2022,"KANDIYOHI","CENTRAL",62300000,2483100000,16180200,8330400,9131400,2093300,36994320,274032,82209.6,171270,41146500,730761840,8393886,296254.8,4443822,24416770,413131748.4,6856229.016,4482918.972,2988612.648
2022,"KITTSON","NORTHWEST",14420000,574740000,3745080,1928160,2113560,704000,12441600,92160,27648,57600,0,0,0,0,0,0,0,0,0,0
2022,"KOOCHICHING","NORTH CENTRAL",5180000,206460000,1345320,692640,759240,0,0,0,0,0,4500,79920,918,32.4,486,0,0,0,0,0
2022,"LAC QUI PARLE","WEST CENTRAL",20580000,820260000,5344920,2751840,3016440,1544400,27293760,202176,60652.8,126360,47810700,849118032,9753382.8,344237.04,5163555.6,0,0,0,0,0
2022,"LAKE","NORTHEAST",140000,5580000,36360,18720,20520,0,0,0,0,0,0,0,0,0,0,400,6768,112.32,73.44,48.96
2022,"LAKE OF THE WOODS","NORTH CENTRAL",0,0,0,0,0,0,0,0,0,0,1800,31968,367.2,12.96,194.4,260,4399.2,73.008,47.736,31.824
2022,"LE SUEUR","SOUTH CENTRAL",17500000,697500000,4545000,2340000,2565000,5263500,93020400,689040,206712,430650,32770800,582009408,6685243.2,235949.76,3539246.4,687940,11639944.8,193173.552,126305.784,84203.856
2022,"LINCOLN","SOUTHWEST",29400000,1171800000,7635600,3931200,4309200,5756300,101729520,753552,226065.6,470970,39488100,701308656,8055572.4,284314.32,4264714.8,0,0,0,0,0
2022,"LYON","SOUTHWEST",7.7e+07,3.069e+09,19998000,10296000,11286000,46687300,825091920,6111792,1833537.6,3819870,133496400,2370896064,27233265.6,961174.08,14417611.2,5063330,85671543.6,1421783.064,929627.388,619751.592
2022,"MAHNOMEN","NORTHWEST",7280000,290160000,1890720,973440,1067040,145200,2566080,19008,5702.4,11880,17100,303696,3488.4,123.12,1846.8,0,0,0,0,0
2022,"MARSHALL","NORTHWEST",14140000,563580000,3672360,1890720,2072520,0,0,0,0,0,2700,47952,550.8,19.44,291.6,0,0,0,0,0
2022,"MARTIN","SOUTH CENTRAL",27860000,1110420000,7235640,3725280,4083480,6299700,111332880,824688,247406.4,515430,253569900,4503401424,51728259.6,1825703.28,27385549.2,360,6091.2,101.088,66.096,44.064
2022,"MCLEOD","CENTRAL",3.5e+07,1.395e+09,9090000,4680000,5130000,3250500,57445200,425520,127656,265950,2333700,41446512,476074.8,16802.64,252039.6,0,0,0,0,0
2022,"MEEKER","CENTRAL",40600000,1618200000,10544400,5428800,5950800,10506100,185671440,1375344,412603.2,859590,525600,9334656,107222.4,3784.32,56764.8,0,0,0,0,0
2022,"MILLE LACS","EAST CENTRAL",22960000,915120000,5963040,3070080,3365280,185900,3285360,24336,7300.8,15210,38100,676656,7772.4,274.32,4114.8,0,0,0,0,0
2022,"MORRISON","CENTRAL",116200000,4631400000,30178800,15537600,17031600,10166200,179664480,1330848,399254.4,831780,17878800,317527488,3647275.2,128727.36,1930910.4,9616700,162714564,2700369.36,1765626.12,1177084.08
2022,"MOWER","SOUTHEAST",39200000,1562400000,10180800,5241600,5745600,5899300,104256720,772272,231681.6,482670,71368800,1267509888,14559235.2,513855.36,7707830.4,0,0,0,0,0
2022,"MURRAY","SOUTHWEST",7e+07,2.79e+09,18180000,9360000,10260000,20860400,368660160,2730816,819244.8,1706760,59529600,1057245696,12144038.4,428613.12,6429196.8,0,0,0,0,0
2022,"NICOLLET","SOUTH CENTRAL",3.5e+07,1.395e+09,9090000,4680000,5130000,3183400,56259360,416736,125020.8,260460,121507800,2157978528,24787591.2,874856.16,13122842.4,50,846,14.04,9.18,6.12
2022,"NOBLES","SOUTHWEST",123200000,4910400000,31996800,16473600,18057600,48831200,862980480,6392448,1917734.4,3995280,151419900,2689217424,30889659.6,1090223.28,16353349.2,0,0,0,0,0
2022,"NORMAN","NORTHWEST",4900000,195300000,1272600,655200,718200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"OLMSTED","SOUTHEAST",58800000,2343600000,15271200,7862400,8618400,9886800,174726720,1294272,388281.6,808920,11112300,197354448,2266909.2,80008.56,1200128.4,0,0,0,0,0
2022,"OTTER TAIL","WEST CENTRAL",103600000,4129200000,26906400,13852800,15184800,6198500,109544400,811440,243432,507150,179700,3191472,36658.8,1293.84,19407.6,8802670,148941176.4,2471789.736,1616170.212,1077446.808
2022,"PENNINGTON","NORTHWEST",11480000,457560000,2981520,1535040,1682640,531300,9389520,69552,20865.6,43470,0,0,0,0,0,140,2368.8,39.312,25.704,17.136
2022,"PINE","EAST CENTRAL",27860000,1110420000,7235640,3725280,4083480,2443100,43176240,319824,95947.2,199890,60600,1076256,12362.4,436.32,6544.8,1090,18442.8,306.072,200.124,133.416
2022,"PIPESTONE","SOUTHWEST",78400000,3124800000,20361600,10483200,11491200,25876400,457306560,3387456,1016236.8,2117160,91128900,1618449264,18590295.6,656128.08,9841921.2,0,0,0,0,0
2022,"POLK","NORTHWEST",18200000,725400000,4726800,2433600,2667600,981200,17340480,128448,38534.4,80280,558600,9920736,113954.4,4021.92,60328.8,740,12520.8,207.792,135.864,90.576
2022,"POPE","WEST CENTRAL",35700000,1422900000,9271800,4773600,5232600,5035800,88996320,659232,197769.6,412020,20509200,364243392,4183876.8,147666.24,2214993.6,0,0,0,0,0
2022,"RAMSEY","EAST CENTRAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"RED LAKE","NORTHWEST",8540000,340380000,2217960,1141920,1251720,1664300,29412720,217872,65361.6,136170,0,0,0,0,0,0,0,0,0,0
2022,"REDWOOD","SOUTHWEST",61600000,2455200000,15998400,8236800,9028800,38530800,680944320,5044032,1513209.6,3152520,105802800,1879057728,21583771.2,761780.16,11426702.4,3507240,59342500.8,984832.992,643929.264,429286.176
2022,"RENVILLE","CENTRAL",33600000,1339200000,8726400,4492800,4924800,18859500,333298800,2468880,740664,1543050,76018500,1350088560,15507774,547333.2,8209998,1986520,33611918.4,557814.816,364725.072,243150.048
2022,"RICE","SOUTH CENTRAL",27160000,1082520000,7053840,3631680,3980880,1988800,35147520,260352,78105.6,162720,44871600,796919616,9153806.4,323075.52,4846132.8,4832230,81761331.6,1356890.184,887197.428,591464.952
2022,"ROCK","SOUTHWEST",124600000,4966200000,32360400,16660800,18262800,53737200,949682880,7034688,2110406.4,4396680,120257700,2135776752,24532570.8,865855.44,12987831.6,0,0,0,0,0
2022,"ROSEAU","NORTHWEST",21280000,848160000,5526720,2845440,3119040,976800,17262720,127872,38361.6,79920,3978600,70659936,811634.4,28645.92,429688.8,0,0,0,0,0
2022,"SCOTT","CENTRAL",20160000,803520000,5235840,2695680,2954880,2217600,39191040,290304,87091.2,181440,0,0,0,0,0,1040,17596.8,292.032,190.944,127.296
2022,"SHERBURNE","CENTRAL",11900000,474300000,3090600,1591200,1744200,4746500,83883600,621360,186408,388350,0,0,0,0,0,670,11336.4,188.136,123.012,82.008
2022,"SIBLEY","CENTRAL",45500000,1813500000,11817000,6084000,6669000,5794800,102409920,758592,227577.6,474120,23941200,425195712,4884004.8,172376.64,2585649.6,760,12859.2,213.408,139.536,93.024
2022,"ST. LOUIS","NORTHEAST",13720000,546840000,3563280,1834560,2010960,129800,2293920,16992,5097.6,10620,79800,1417248,16279.2,574.56,8618.4,650,10998,182.52,119.34,79.56
2022,"STEARNS","CENTRAL",2.59e+08,1.0323e+10,67266000,34632000,37962000,46830300,827619120,6130512,1839153.6,3831570,19769100,351099216,4032896.4,142337.52,2135062.8,17961510,303908749.2,5043592.008,3297733.236,2198488.824
2022,"STEELE","SOUTH CENTRAL",17360000,691920000,4508640,2321280,2544480,1083500,19148400,141840,42552,88650,34923300,620237808,7124353.2,251447.76,3771716.4,1905620,32243090.4,535098.096,349871.832,233247.888
2022,"STEVENS","WEST CENTRAL",7.7e+07,3.069e+09,19998000,10296000,11286000,12115400,214112160,1586016,475804.8,991260,63049500,1119759120,12862098,453956.4,6809346,0,0,0,0,0
2022,"SWIFT","WEST CENTRAL",41300000,1646100000,10726200,5522400,6053400,4846600,85652640,634464,190339.2,396540,8009400,142246944,1633917.6,57667.68,865015.2,12199970,206423492.4,3425751.576,2239914.492,1493276.328
2022,"TODD","CENTRAL",74200000,2957400000,19270800,9921600,10875600,5747500,101574000,752400,225720,470250,2152500,38228400,439110,15498,232470,12318380,208426989.6,3459001.104,2261654.568,1507769.712
2022,"TRAVERSE","WEST CENTRAL",17780000,708660000,4617720,2377440,2606040,1362900,24086160,178416,53524.8,111510,3743400,66482784,763653.6,26952.48,404287.2,0,0,0,0,0
2022,"WABASHA","SOUTHEAST",74200000,2957400000,19270800,9921600,10875600,6820000,120528000,892800,267840,558000,12320700,218815632,2513422.8,88709.04,1330635.6,250,4230,70.2,45.9,30.6
2022,"WADENA","CENTRAL",16940000,675180000,4399560,2265120,2482920,699600,12363840,91584,27475.2,57240,45900,815184,9363.6,330.48,4957.2,0,0,0,0,0
2022,"WASECA","SOUTH CENTRAL",16940000,675180000,4399560,2265120,2482920,4530900,80073360,593136,177940.8,370710,64891500,1152473040,13237866,467218.8,7008282,1817050,30744486,510227.64,333610.38,222406.92
2022,"WASHINGTON","EAST CENTRAL",7280000,290160000,1890720,973440,1067040,353100,6240240,46224,13867.2,28890,101400,1800864,20685.6,730.08,10951.2,0,0,0,0,0
2022,"WATONWAN","SOUTH CENTRAL",4900000,195300000,1272600,655200,718200,4156900,73463760,544176,163252.8,340110,74691000,1326512160,15236964,537775.2,8066628,0,0,0,0,0
2022,"WILKIN","WEST CENTRAL",3640000,145080000,945360,486720,533520,261800,4626720,34272,10281.6,21420,6600,117216,1346.4,47.52,712.8,0,0,0,0,0
2022,"WINONA","SOUTHEAST",93800000,3738600000,24361200,12542400,13748400,6729800,118933920,880992,264297.6,550620,16738200,297270432,3414592.8,120515.04,1807725.6,0,0,0,0,0
2022,"WRIGHT","CENTRAL",4.2e+07,1.674e+09,10908000,5616000,6156000,8444700,149240880,1105488,331646.4,690930,1404300,24940368,286477.2,10110.96,151664.4,2600,43992,730.08,477.36,318.24
2022,"YELLOW MEDICINE","WEST CENTRAL",37100000,1478700000,9635400,4960800,5437800,3449600,60963840,451584,135475.2,282240,64226400,1140660864,13102185.6,462430.08,6936451.2,0,0,0,0,0
2023,"AITKIN","EAST CENTRAL",11200000,446400000,2908800,1497600,1641600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"ANOKA","EAST CENTRAL",1400000,55800000,363600,187200,205200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"BECKER","NORTHWEST",3.5e+07,1.395e+09,9090000,4680000,5130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"BELTRAMI","NORTH CENTRAL",21420000,853740000,5563080,2864160,3139560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"BENTON","CENTRAL",43400000,1729800000,11271600,5803200,6361200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"BIG STONE","WEST CENTRAL",17360000,691920000,4508640,2321280,2544480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"BLUE EARTH","SOUTH CENTRAL",15820000,630540000,4108680,2115360,2318760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"BROWN","SOUTH CENTRAL",54600000,2176200000,14180400,7300800,8002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"CARLTON","EAST CENTRAL",13020000,518940000,3381480,1740960,1908360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"CARVER","CENTRAL",28700000,1143900000,7453800,3837600,4206600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"CASS","NORTH CENTRAL",27160000,1082520000,7053840,3631680,3980880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"CHIPPEWA","WEST CENTRAL",29400000,1171800000,7635600,3931200,4309200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"CHISAGO","EAST CENTRAL",13020000,518940000,3381480,1740960,1908360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"CLAY","NORTHWEST",13020000,518940000,3381480,1740960,1908360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"CLEARWATER","NORTHWEST",21420000,853740000,5563080,2864160,3139560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"COOK","NORTHEAST",140000,5580000,36360,18720,20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"COTTONWOOD","SOUTHWEST",4.2e+07,1.674e+09,10908000,5616000,6156000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"CROW WING","EAST CENTRAL",9660000,385020000,2508840,1291680,1415880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"DAKOTA","SOUTHEAST",29400000,1171800000,7635600,3931200,4309200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"DODGE","SOUTHEAST",21140000,842580000,5490360,2826720,3098520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"DOUGLAS","WEST CENTRAL",26040000,1037880000,6762960,3481920,3816720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"FARIBAULT","SOUTH CENTRAL",17780000,708660000,4617720,2377440,2606040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"FILLMORE","SOUTHEAST",7.7e+07,3.069e+09,19998000,10296000,11286000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"FREEBORN","SOUTH CENTRAL",23660000,943020000,6144840,3163680,3467880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"GOODHUE","SOUTHEAST",92400000,3682800000,23997600,12355200,13543200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"GRANT","WEST CENTRAL",19040000,758880000,4944960,2545920,2790720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"HENNEPIN","EAST CENTRAL",7140000,284580000,1854360,954720,1046520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"HOUSTON","SOUTHEAST",56700000,2259900000,14725800,7581600,8310600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"HUBBARD","NORTH CENTRAL",8960000,357120000,2327040,1198080,1313280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"ISANTI","EAST CENTRAL",9940000,396180000,2581560,1329120,1456920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"ITASCA","NORTH CENTRAL",6020000,239940000,1563480,804960,882360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"JACKSON","SOUTHWEST",2.1e+07,8.37e+08,5454000,2808000,3078000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"KANABEC","EAST CENTRAL",15260000,608220000,3963240,2040480,2236680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"KANDIYOHI","CENTRAL",60900000,2427300000,15816600,8143200,8926200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"KITTSON","NORTHWEST",14280000,569160000,3708720,1909440,2093040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"KOOCHICHING","NORTH CENTRAL",5180000,206460000,1345320,692640,759240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"LAC QUI PARLE","WEST CENTRAL",20300000,809100000,5272200,2714400,2975400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"LAKE","NORTHEAST",140000,5580000,36360,18720,20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"LAKE OF THE WOODS","NORTH CENTRAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"LE SUEUR","SOUTH CENTRAL",17220000,686340000,4472280,2302560,2523960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"LINCOLN","SOUTHWEST",29400000,1171800000,7635600,3931200,4309200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"LYON","SOUTHWEST",75600000,3013200000,19634400,10108800,11080800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"MAHNOMEN","NORTHWEST",7140000,284580000,1854360,954720,1046520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"MARSHALL","NORTHWEST",13860000,552420000,3599640,1853280,2031480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"MARTIN","SOUTH CENTRAL",27440000,1093680000,7126560,3669120,4021920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"MCLEOD","CENTRAL",34300000,1367100000,8908200,4586400,5027400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"MEEKER","CENTRAL",39900000,1590300000,10362600,5335200,5848200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"MILLE LACS","EAST CENTRAL",22680000,903960000,5890320,3032640,3324240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"MORRISON","CENTRAL",114800000,4575600000,29815200,15350400,16826400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"MOWER","SOUTHEAST",38500000,1534500000,9999000,5148000,5643000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"MURRAY","SOUTHWEST",69300000,2762100000,17998200,9266400,10157400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"NICOLLET","SOUTH CENTRAL",3.5e+07,1.395e+09,9090000,4680000,5130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"NOBLES","SOUTHWEST",120400000,4798800000,31269600,16099200,17647200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"NORMAN","NORTHWEST",4900000,195300000,1272600,655200,718200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"OLMSTED","SOUTHEAST",58100000,2315700000,15089400,7768800,8515800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"OTTER TAIL","WEST CENTRAL",102200000,4073400000,26542800,13665600,14979600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"PENNINGTON","NORTHWEST",11340000,451980000,2945160,1516320,1662120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"PINE","EAST CENTRAL",27440000,1093680000,7126560,3669120,4021920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"PIPESTONE","SOUTHWEST",78400000,3124800000,20361600,10483200,11491200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"POLK","NORTHWEST",17920000,714240000,4654080,2396160,2626560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"POPE","WEST CENTRAL",35700000,1422900000,9271800,4773600,5232600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"RAMSEY","EAST CENTRAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"RED LAKE","NORTHWEST",8400000,334800000,2181600,1123200,1231200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"REDWOOD","SOUTHWEST",60900000,2427300000,15816600,8143200,8926200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"RENVILLE","CENTRAL",33600000,1339200000,8726400,4492800,4924800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"RICE","SOUTH CENTRAL",26740000,1065780000,6944760,3575520,3919320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"ROCK","SOUTHWEST",123200000,4910400000,31996800,16473600,18057600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"ROSEAU","NORTHWEST",2.1e+07,8.37e+08,5454000,2808000,3078000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"SCOTT","CENTRAL",19880000,792360000,5163120,2658240,2913840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"SHERBURNE","CENTRAL",11760000,468720000,3054240,1572480,1723680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"SIBLEY","CENTRAL",44800000,1785600000,11635200,5990400,6566400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"ST. LOUIS","NORTHEAST",13580000,541260000,3526920,1815840,1990440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"STEARNS","CENTRAL",2.59e+08,1.0323e+10,67266000,34632000,37962000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"STEELE","SOUTH CENTRAL",17080000,680760000,4435920,2283840,2503440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"STEVENS","WEST CENTRAL",75600000,3013200000,19634400,10108800,11080800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"SWIFT","WEST CENTRAL",40600000,1618200000,10544400,5428800,5950800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"TODD","CENTRAL",72800000,2901600000,18907200,9734400,10670400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"TRAVERSE","WEST CENTRAL",17500000,697500000,4545000,2340000,2565000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"WABASHA","SOUTHEAST",72800000,2901600000,18907200,9734400,10670400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"WADENA","CENTRAL",16800000,669600000,4363200,2246400,2462400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"WASECA","SOUTH CENTRAL",16660000,664020000,4326840,2227680,2441880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"WASHINGTON","EAST CENTRAL",7140000,284580000,1854360,954720,1046520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"WATONWAN","SOUTH CENTRAL",4760000,189720000,1236240,636480,697680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"WILKIN","WEST CENTRAL",3640000,145080000,945360,486720,533520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"WINONA","SOUTHEAST",92400000,3682800000,23997600,12355200,13543200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"WRIGHT","CENTRAL",41300000,1646100000,10726200,5522400,6053400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"YELLOW MEDICINE","WEST CENTRAL",36400000,1450800000,9453600,4867200,5335200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
