"Year","County","Ag.District","cows_total_weight","Dairy_cows_total_poop_lb","Dairy_cows_total_N","Dairy_cows_total_P","Dairy_cows_total_K","feed_cows_total_weight","feed_cows_total_poop_lb","feed_cows_total_N","feed_cows_total_P","feed_cows_total_K","Hogs_total_weight","Hogs_total_poop_lb","Hogs_total_N","Hogs_total_P","Hogs_total_K","Turkey_total_weight","Turkey_total_poop_lb","Turkey_total_N","Turkey_total_P","Turkey_total_K"
2020,"CASS","NORTH CENTRAL",2.8e+07,1.116e+09,7272000,3744000,4104000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"CHIPPEWA","WEST CENTRAL",30800000,1227600000,7999200,4118400,4514400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"CHISAGO","EAST CENTRAL",13580000,541260000,3526920,1815840,1990440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"CLAY","NORTHWEST",13440000,535680000,3490560,1797120,1969920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"CLEARWATER","NORTHWEST",22260000,887220000,5781240,2976480,3262680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"COOK","NORTHEAST",140000,5580000,36360,18720,20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"COTTONWOOD","SOUTHWEST",43400000,1729800000,11271600,5803200,6361200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"CROW WING","EAST CENTRAL",9940000,396180000,2581560,1329120,1456920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"DAKOTA","SOUTHEAST",30800000,1227600000,7999200,4118400,4514400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"DODGE","SOUTHEAST",21980000,876060000,5708520,2939040,3221640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"DOUGLAS","WEST CENTRAL",27020000,1076940000,7017480,3612960,3960360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"FARIBAULT","SOUTH CENTRAL",18480000,736560000,4799520,2471040,2708640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"FILLMORE","SOUTHEAST",79800000,3180600000,20725200,10670400,11696400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"FREEBORN","SOUTH CENTRAL",24640000,982080000,6399360,3294720,3611520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"GOODHUE","SOUTHEAST",95200000,3794400000,24724800,12729600,13953600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"GRANT","WEST CENTRAL",19740000,786780000,5126760,2639520,2893320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"HENNEPIN","EAST CENTRAL",7420000,295740000,1927080,992160,1087560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"HOUSTON","SOUTHEAST",58800000,2343600000,15271200,7862400,8618400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"HUBBARD","NORTH CENTRAL",9240000,368280000,2399760,1235520,1354320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"ISANTI","EAST CENTRAL",10360000,412920000,2690640,1385280,1518480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"ITASCA","NORTH CENTRAL",6160000,245520000,1599840,823680,902880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"JACKSON","SOUTHWEST",21700000,864900000,5635800,2901600,3180600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"KANABEC","EAST CENTRAL",15820000,630540000,4108680,2115360,2318760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"KANDIYOHI","CENTRAL",63700000,2538900000,16543800,8517600,9336600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"KITTSON","NORTHWEST",14700000,585900000,3817800,1965600,2154600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"KOOCHICHING","NORTH CENTRAL",5320000,212040000,1381680,711360,779760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"LAC QUI PARLE","WEST CENTRAL",2.1e+07,8.37e+08,5454000,2808000,3078000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"LAKE","NORTHEAST",140000,5580000,36360,18720,20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"LAKE OF THE WOODS","NORTH CENTRAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"LE SUEUR","SOUTH CENTRAL",17780000,708660000,4617720,2377440,2606040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"LINCOLN","SOUTHWEST",30100000,1199700000,7817400,4024800,4411800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"LYON","SOUTHWEST",78400000,3124800000,20361600,10483200,11491200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"MAHNOMEN","NORTHWEST",7420000,295740000,1927080,992160,1087560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"MARSHALL","NORTHWEST",14420000,574740000,3745080,1928160,2113560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"MARTIN","SOUTH CENTRAL",28700000,1143900000,7453800,3837600,4206600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"MCLEOD","CENTRAL",35700000,1422900000,9271800,4773600,5232600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"MEEKER","CENTRAL",41300000,1646100000,10726200,5522400,6053400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"MILLE LACS","EAST CENTRAL",23520000,937440000,6108480,3144960,3447360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"MORRISON","CENTRAL",1.19e+08,4.743e+09,30906000,15912000,17442000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"MOWER","SOUTHEAST",39900000,1590300000,10362600,5335200,5848200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"MURRAY","SOUTHWEST",72800000,2901600000,18907200,9734400,10670400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"NICOLLET","SOUTH CENTRAL",35700000,1422900000,9271800,4773600,5232600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"NOBLES","SOUTHWEST",1.26e+08,5.022e+09,32724000,16848000,18468000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"NORMAN","NORTHWEST",5040000,200880000,1308960,673920,738720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"OLMSTED","SOUTHEAST",60200000,2399400000,15634800,8049600,8823600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"OTTER TAIL","WEST CENTRAL",106400000,4240800000,27633600,14227200,15595200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"PENNINGTON","NORTHWEST",11760000,468720000,3054240,1572480,1723680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"PINE","EAST CENTRAL",28700000,1143900000,7453800,3837600,4206600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"PIPESTONE","SOUTHWEST",81200000,3236400000,21088800,10857600,11901600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"POLK","NORTHWEST",18620000,742140000,4835880,2489760,2729160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"POPE","WEST CENTRAL",37100000,1478700000,9635400,4960800,5437800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"RAMSEY","EAST CENTRAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"RED LAKE","NORTHWEST",8680000,345960000,2254320,1160640,1272240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"REDWOOD","SOUTHWEST",6.3e+07,2.511e+09,16362000,8424000,9234000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"RENVILLE","CENTRAL",34300000,1367100000,8908200,4586400,5027400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"RICE","SOUTH CENTRAL",27720000,1104840000,7199280,3706560,4062960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"ROCK","SOUTHWEST",127400000,5077800000,33087600,17035200,18673200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"ROSEAU","NORTHWEST",21700000,864900000,5635800,2901600,3180600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"SCOTT","CENTRAL",20720000,825840000,5381280,2770560,3036960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"SHERBURNE","CENTRAL",12180000,485460000,3163320,1628640,1785240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"SIBLEY","CENTRAL",46200000,1841400000,11998800,6177600,6771600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"ST. LOUIS","NORTHEAST",14140000,563580000,3672360,1890720,2072520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"STEARNS","CENTRAL",2.66e+08,1.0602e+10,69084000,35568000,38988000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"STEELE","SOUTH CENTRAL",17640000,703080000,4581360,2358720,2585520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"STEVENS","WEST CENTRAL",78400000,3124800000,20361600,10483200,11491200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"SWIFT","WEST CENTRAL",42700000,1701900000,11089800,5709600,6258600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"TODD","CENTRAL",75600000,3013200000,19634400,10108800,11080800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"TRAVERSE","WEST CENTRAL",18200000,725400000,4726800,2433600,2667600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"WABASHA","SOUTHEAST",75600000,3013200000,19634400,10108800,11080800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"WADENA","CENTRAL",17360000,691920000,4508640,2321280,2544480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"WASECA","SOUTH CENTRAL",17360000,691920000,4508640,2321280,2544480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"WASHINGTON","EAST CENTRAL",7420000,295740000,1927080,992160,1087560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"WATONWAN","SOUTH CENTRAL",4900000,195300000,1272600,655200,718200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"WILKIN","WEST CENTRAL",3780000,150660000,981720,505440,554040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"WINONA","SOUTHEAST",95200000,3794400000,24724800,12729600,13953600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"WRIGHT","CENTRAL",42700000,1701900000,11089800,5709600,6258600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"YELLOW MEDICINE","WEST CENTRAL",37800000,1506600000,9817200,5054400,5540400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"AITKIN","EAST CENTRAL",11060000,440820000,2872440,1478880,1621080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"ANOKA","EAST CENTRAL",1260000,50220000,327240,168480,184680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"BECKER","NORTHWEST",34300000,1367100000,8908200,4586400,5027400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"BELTRAMI","NORTH CENTRAL",21140000,842580000,5490360,2826720,3098520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"BENTON","CENTRAL",42700000,1701900000,11089800,5709600,6258600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"BIG STONE","WEST CENTRAL",17080000,680760000,4435920,2283840,2503440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"BLUE EARTH","SOUTH CENTRAL",15680000,624960000,4072320,2096640,2298240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"BROWN","SOUTH CENTRAL",53900000,2148300000,13998600,7207200,7900200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"CARLTON","EAST CENTRAL",12880000,513360000,3345120,1722240,1887840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"CARVER","CENTRAL",28700000,1143900000,7453800,3837600,4206600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"CASS","NORTH CENTRAL",26740000,1065780000,6944760,3575520,3919320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"CHIPPEWA","WEST CENTRAL",29400000,1171800000,7635600,3931200,4309200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"CHISAGO","EAST CENTRAL",12880000,513360000,3345120,1722240,1887840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"CLAY","NORTHWEST",12880000,513360000,3345120,1722240,1887840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"CLEARWATER","NORTHWEST",21140000,842580000,5490360,2826720,3098520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"COOK","NORTHEAST",140000,5580000,36360,18720,20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"COTTONWOOD","SOUTHWEST",41300000,1646100000,10726200,5522400,6053400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"CROW WING","EAST CENTRAL",9520000,379440000,2472480,1272960,1395360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"DAKOTA","SOUTHEAST",29400000,1171800000,7635600,3931200,4309200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"DODGE","SOUTHEAST",20860000,831420000,5417640,2789280,3057480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"DOUGLAS","WEST CENTRAL",25480000,1015560000,6617520,3407040,3734640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"FARIBAULT","SOUTH CENTRAL",17640000,703080000,4581360,2358720,2585520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"FILLMORE","SOUTHEAST",7.7e+07,3.069e+09,19998000,10296000,11286000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"FREEBORN","SOUTH CENTRAL",23380000,931860000,6072120,3126240,3426840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"GOODHUE","SOUTHEAST",9.1e+07,3.627e+09,23634000,12168000,13338000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"GRANT","WEST CENTRAL",18760000,747720000,4872240,2508480,2749680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"HENNEPIN","EAST CENTRAL",7e+06,2.79e+08,1818000,936000,1026000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"HOUSTON","SOUTHEAST",5.6e+07,2.232e+09,14544000,7488000,8208000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"HUBBARD","NORTH CENTRAL",8820000,351540000,2290680,1179360,1292760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"ISANTI","EAST CENTRAL",9800000,390600000,2545200,1310400,1436400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"ITASCA","NORTH CENTRAL",5880000,234360000,1527120,786240,861840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"JACKSON","SOUTHWEST",20720000,825840000,5381280,2770560,3036960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"KANABEC","EAST CENTRAL",15120000,602640000,3926880,2021760,2216160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"KANDIYOHI","CENTRAL",60200000,2399400000,15634800,8049600,8823600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"KITTSON","NORTHWEST",1.4e+07,5.58e+08,3636000,1872000,2052000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"KOOCHICHING","NORTH CENTRAL",5040000,200880000,1308960,673920,738720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"LAC QUI PARLE","WEST CENTRAL",20020000,797940000,5199480,2676960,2934360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"LAKE","NORTHEAST",140000,5580000,36360,18720,20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"LAKE OF THE WOODS","NORTH CENTRAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"LE SUEUR","SOUTH CENTRAL",16940000,675180000,4399560,2265120,2482920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"LINCOLN","SOUTHWEST",28700000,1143900000,7453800,3837600,4206600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"LYON","SOUTHWEST",74200000,2957400000,19270800,9921600,10875600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"MAHNOMEN","NORTHWEST",7e+06,2.79e+08,1818000,936000,1026000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"MARSHALL","NORTHWEST",13720000,546840000,3563280,1834560,2010960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"MARTIN","SOUTH CENTRAL",27160000,1082520000,7053840,3631680,3980880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"MCLEOD","CENTRAL",34300000,1367100000,8908200,4586400,5027400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"MEEKER","CENTRAL",39200000,1562400000,10180800,5241600,5745600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"MILLE LACS","EAST CENTRAL",22400000,892800000,5817600,2995200,3283200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"MORRISON","CENTRAL",113400000,4519800000,29451600,15163200,16621200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"MOWER","SOUTHEAST",38500000,1534500000,9999000,5148000,5643000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"MURRAY","SOUTHWEST",68600000,2734200000,17816400,9172800,10054800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"NICOLLET","SOUTH CENTRAL",34300000,1367100000,8908200,4586400,5027400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"NOBLES","SOUTHWEST",1.19e+08,4.743e+09,30906000,15912000,17442000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"NORMAN","NORTHWEST",4760000,189720000,1236240,636480,697680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"OLMSTED","SOUTHEAST",56700000,2259900000,14725800,7581600,8310600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"OTTER TAIL","WEST CENTRAL",100800000,4017600000,26179200,13478400,14774400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"PENNINGTON","NORTHWEST",11200000,446400000,2908800,1497600,1641600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"PINE","EAST CENTRAL",27020000,1076940000,7017480,3612960,3960360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"PIPESTONE","SOUTHWEST",7.7e+07,3.069e+09,19998000,10296000,11286000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"POLK","NORTHWEST",17640000,703080000,4581360,2358720,2585520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"POPE","WEST CENTRAL",3.5e+07,1.395e+09,9090000,4680000,5130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"RAMSEY","EAST CENTRAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"RED LAKE","NORTHWEST",8260000,329220000,2145240,1104480,1210680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"REDWOOD","SOUTHWEST",60200000,2399400000,15634800,8049600,8823600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"RENVILLE","CENTRAL",32900000,1311300000,8544600,4399200,4822200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"RICE","SOUTH CENTRAL",26460000,1054620000,6872040,3538080,3878280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"ROCK","SOUTHWEST",121800000,4854600000,31633200,16286400,17852400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"ROSEAU","NORTHWEST",20720000,825840000,5381280,2770560,3036960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"SCOTT","CENTRAL",19740000,786780000,5126760,2639520,2893320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"SHERBURNE","CENTRAL",11620000,463140000,3017880,1553760,1703160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"SIBLEY","CENTRAL",44100000,1757700000,11453400,5896800,6463800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"ST. LOUIS","NORTHEAST",13440000,535680000,3490560,1797120,1969920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"STEARNS","CENTRAL",2.52e+08,1.0044e+10,65448000,33696000,36936000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"STEELE","SOUTH CENTRAL",16800000,669600000,4363200,2246400,2462400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"STEVENS","WEST CENTRAL",75600000,3013200000,19634400,10108800,11080800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"SWIFT","WEST CENTRAL",40600000,1618200000,10544400,5428800,5950800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"TODD","CENTRAL",71400000,2845800000,18543600,9547200,10465200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"TRAVERSE","WEST CENTRAL",17360000,691920000,4508640,2321280,2544480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"WABASHA","SOUTHEAST",72800000,2901600000,18907200,9734400,10670400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"WADENA","CENTRAL",16520000,658440000,4290480,2208960,2421360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"WASECA","SOUTH CENTRAL",16520000,658440000,4290480,2208960,2421360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"WASHINGTON","EAST CENTRAL",7e+06,2.79e+08,1818000,936000,1026000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"WATONWAN","SOUTH CENTRAL",4760000,189720000,1236240,636480,697680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"WILKIN","WEST CENTRAL",3500000,139500000,909000,468000,513000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"WINONA","SOUTHEAST",9.1e+07,3.627e+09,23634000,12168000,13338000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"WRIGHT","CENTRAL",40600000,1618200000,10544400,5428800,5950800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"YELLOW MEDICINE","WEST CENTRAL",35700000,1422900000,9271800,4773600,5232600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"AITKIN","EAST CENTRAL",11340000,451980000,2945160,1516320,1662120,209000,3693600,27360,8208,17100,51300,911088,10465.2,369.36,5540.4,920,15566.4,258.336,168.912,112.608
2022,"ANOKA","EAST CENTRAL",1400000,55800000,363600,187200,205200,0,0,0,0,0,69300,1230768,14137.2,498.96,7484.4,1180,19965.6,331.344,216.648,144.432
2022,"BECKER","NORTHWEST",3.5e+07,1.395e+09,9090000,4680000,5130000,3283500,58028400,429840,128952,268650,7497300,133152048,1529449.2,53980.56,809708.4,3573370,60461420.4,1003402.296,656070.732,437380.488
2022,"BELTRAMI","NORTH CENTRAL",21700000,864900000,5635800,2901600,3180600,337700,5968080,44208,13262.4,27630,62700,1113552,12790.8,451.44,6771.6,60,1015.2,16.848,11.016,7.344
2022,"BENTON","CENTRAL",44100000,1757700000,11453400,5896800,6463800,4572700,80812080,598608,179582.4,374130,10405500,184801680,2122722,74919.6,1123794,0,0,0,0,0
2022,"BIG STONE","WEST CENTRAL",17500000,697500000,4545000,2340000,2565000,446600,7892640,58464,17539.2,36540,13534200,240367392,2760976.8,97446.24,1461693.6,0,0,0,0,0
2022,"BLUE EARTH","SOUTH CENTRAL",16100000,641700000,4181400,2152800,2359800,2863300,50602320,374832,112449.6,234270,200923200,3568396032,40988332.8,1446647.04,21699705.6,0,0,0,0,0
2022,"BROWN","SOUTH CENTRAL",5.6e+07,2.232e+09,14544000,7488000,8208000,12629100,223190640,1653264,495979.2,1033290,73309500,1301976720,14955138,527828.4,7917426,1032550,17470746,289940.04,189576.18,126384.12
2022,"CARLTON","EAST CENTRAL",13160000,524520000,3417840,1759680,1928880,0,0,0,0,0,18000,319680,3672,129.6,1944,0,0,0,0,0
2022,"CARVER","CENTRAL",29400000,1171800000,7635600,3931200,4309200,3679500,65026800,481680,144504,301050,7722900,137158704,1575471.6,55604.88,834073.2,430,7275.6,120.744,78.948,52.632
2022,"CASS","NORTH CENTRAL",27720000,1104840000,7199280,3706560,4062960,92400,1632960,12096,3628.8,7560,66600,1182816,13586.4,479.52,7192.8,0,0,0,0,0
2022,"CHIPPEWA","WEST CENTRAL",30100000,1199700000,7817400,4024800,4411800,1126400,19906560,147456,44236.8,92160,18486900,328327344,3771327.6,133105.68,1996585.2,1095460,18535183.2,307605.168,201126.456,134084.304
2022,"CHISAGO","EAST CENTRAL",13300000,530100000,3454200,1778400,1949400,651200,11508480,85248,25574.4,53280,145200,2578752,29620.8,1045.44,15681.6,930,15735.6,261.144,170.748,113.832
2022,"CLAY","NORTHWEST",13160000,524520000,3417840,1759680,1928880,412500,7290000,54000,16200,33750,4054500,72007920,827118,29192.4,437886,0,0,0,0,0
2022,"CLEARWATER","NORTHWEST",21840000,870480000,5672160,2920320,3201120,0,0,0,0,0,161400,2866464,32925.6,1162.08,17431.2,0,0,0,0,0
2022,"COOK","NORTHEAST",140000,5580000,36360,18720,20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"COTTONWOOD","SOUTHWEST",42700000,1701900000,11089800,5709600,6258600,12039500,212770800,1576080,472824,985050,102526200,1820865312,20915344.8,738188.64,11072829.6,1267100,21439332,355801.68,232639.56,155093.04
2022,"CROW WING","EAST CENTRAL",9800000,390600000,2545200,1310400,1436400,0,0,0,0,0,7500,133200,1530,54,810,860,14551.2,241.488,157.896,105.264
2022,"DAKOTA","SOUTHEAST",30100000,1199700000,7817400,4024800,4411800,14350600,253614240,1878624,563587.2,1174140,1442400,25617024,294249.6,10385.28,155779.2,0,0,0,0,0
2022,"DODGE","SOUTHEAST",21560000,859320000,5599440,2882880,3160080,5756300,101729520,753552,226065.6,470970,73116300,1298545488,14915725.2,526437.36,7896560.4,0,0,0,0,0
2022,"DOUGLAS","WEST CENTRAL",26460000,1054620000,6872040,3538080,3878280,2891900,51107760,378576,113572.8,236610,353700,6281712,72154.8,2546.64,38199.6,0,0,0,0,0
2022,"FARIBAULT","SOUTH CENTRAL",18060000,719820000,4690440,2414880,2647080,1807300,31939920,236592,70977.6,147870,83428200,1481684832,17019352.8,600683.04,9010245.6,0,0,0,0,0
2022,"FILLMORE","SOUTHEAST",78400000,3124800000,20361600,10483200,11491200,11481800,202914720,1503072,450921.6,939420,40557600,720302976,8273750.4,292014.72,4380220.8,0,0,0,0,0
